field0,field1,field2
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-http/8.0.0.M3_to_8.0.0.RC0.delta|,2,13
|file:///home/lina/data/deltas/org.springframework/spring-core/1.2.9_to_2.0.3.delta|,2,14
|file:///home/lina/data/deltas/net.serenity-bdd/serenity-core/1.1.25-rc.3_to_1.1.31.delta|,2,15
|file:///home/lina/data/deltas/org.apache.camel/camel-cxf/2.0-M3_to_2.0.0.delta|,2,16
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.0.6_to_3.1.2.delta|,2,17
|file:///home/lina/data/deltas/org.drools/drools-compiler/7.7.0.Final_to_7.8.0.Final.delta|,2,17
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.10.1-RC2_to_2.10.1-RC3.delta|,2,18
|file:///home/lina/data/deltas/org.uberfire/uberfire-widgets-core-client/1.1.0.Beta1_to_1.1.0.Beta2.delta|,2,19
|file:///home/lina/data/deltas/org.uberfire/uberfire-widgets-core-client/1.0.0.Final_to_1.1.0.Beta2.delta|,2,19
|file:///home/lina/data/deltas/org.apache.samza/samza-api/0.7.0_to_0.8.0.delta|,2,20
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.0.9_to_3.1.7.delta|,2,21
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.0.8_to_3.1.6.delta|,2,21
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.0.15_to_3.1.13.delta|,2,22
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/3.1.14_to_3.2.1.delta|,2,22
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/3.1.13_to_3.2.0.delta|,2,22
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-frontend-jaxws/3.0.5_to_3.1.0.delta|,2,23
|file:///home/lina/data/deltas/org.springframework/spring-jdbc/2.5.1_to_2.5.2.delta|,2,23
|file:///home/lina/data/deltas/io.ultreia.java4all.i18n/i18n-api/4.0-alpha-1_to_4.0-alpha-3.delta|,2,23
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/3.0.1_to_3.0.2.delta|,2,24
|file:///home/lina/data/deltas/org.scala-lang/scala-compiler/2.9.1.RC3_to_2.9.1.RC4.delta|,2,24
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.6.1_to_2.6.2.delta|,2,24
|file:///home/lina/data/deltas/org.eclipse.jetty/jetty-io/9.3.9.M1_to_9.3.9.v20160517.delta|,2,25
