field0,field1,field2
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.12.5_to_2.13.0-M3-f73b161.delta|,2,4954
|file:///home/lina/data/deltas/org.scalatest/scalatest_2.12.0-M4/2.2.6_to_3.0.0-M16-SNAP4.delta|,2,6295
|file:///home/lina/data/deltas/org.apache.camel/camel-core/2.20.2_to_2.21.0.delta|,2,8117
|file:///home/lina/data/deltas/org.http4s/http4s-core_2.11/0.17.0-M3_to_0.18.0-M4.delta|,2,10217
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.10.4-RC1_to_2.11.0-M8.delta|,2,15771
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.13.0-M3-f73b161_to_2.13.0-M4-pre-20d3c21.delta|,2,16142
|file:///home/lina/data/deltas/org.scala-lang/scala-library/2.10.4_to_2.11.0-RC3.delta|,2,16915
|file:///home/lina/data/deltas/org.daisy.dotify/dotify.task-api/2.1.0_to_2.3.0.delta|,3,9
|file:///home/lina/data/deltas/javax.ws.rs/javax.ws.rs-api/2.1-m07_to_2.1-m08.delta|,3,18
|file:///home/lina/data/deltas/io.vertx/vertx-core/2.0.0-final_to_2.0.1-final.delta|,3,57
|file:///home/lina/data/deltas/com.google.guava/guava/r07_to_r08.delta|,3,166
|file:///home/lina/data/deltas/org.apache.solr/solr-core/4.7.2_to_4.9.0.delta|,3,201
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/3.0.5_to_3.1.0.delta|,3,215
|file:///home/lina/data/deltas/org.apache.derby/derby/10.7.1.1_to_10.8.1.2.delta|,3,234
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/3.0.7_to_3.1.4.delta|,3,258
|file:///home/lina/data/deltas/org.ow2.fractal.juliac/juliac-core/2.5.1_to_2.6.delta|,3,270
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/2.3.7_to_2.4.3.delta|,3,281
|file:///home/lina/data/deltas/org.apache.cxf/cxf-rt-ws-security/3.0.15_to_3.1.13.delta|,3,281
